n,establishment_id,business_name,address,city,zip,geocoded_lat,geocoded_lng,geocode_quality,satellite_link,address_search_link,verdict,true_lat,true_lng,cause,notes
13,"2322169|2010|1675 W 49 ST 1244, HIALEAH, 33012",DANNY'S PIZZA MIAMI STYLE,1675 W 49 ST #1244,HIALEAH,33012,25.866646588455,-80.317085772026,Exact/R,"https://www.google.com/maps/place/25.866646588455,-80.317085772026/@25.866646588455,-80.317085772026,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1675%20W%2049%20ST%20%231244%2C%20HIALEAH%2C%20FL%2033012,,,,,
14,"2328683|2010|747 PONCE DE LEON BLVD, CORAL GABLES, 33134",VENECIA CAFE & DELI,747 PONCE DE LEON BLVD,CORAL GABLES,33134,25.765428836509,-80.258161486685,Exact/L,"https://www.google.com/maps/place/25.765428836509,-80.258161486685/@25.765428836509,-80.258161486685,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=747%20PONCE%20DE%20LEON%20BLVD%2C%20CORAL%20GABLES%2C%20FL%2033134,,,,,
15,"2322040|2010|12761 SW 42 ST BAY 24, MIAMI, 33175",RICKY BAKERY,12761 SW 42 ST  BAY 24,MIAMI,33175,25.729647667017,-80.400472209438,Exact/R,"https://www.google.com/maps/place/25.729647667017,-80.400472209438/@25.729647667017,-80.400472209438,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=12761%20SW%2042%20ST%20%20BAY%2024%2C%20MIAMI%2C%20FL%2033175,,,,,
16,"2314700|2010|5600 NW 79 AVE, MIAMI, 33166",FRANCO,5600 NW 79  AVE,MIAMI,33166,25.824434017992,-80.325797176333,Exact/R,"https://www.google.com/maps/place/25.824434017992,-80.325797176333/@25.824434017992,-80.325797176333,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=5600%20NW%2079%20%20AVE%2C%20MIAMI%2C%20FL%2033166,,,,,
17,"2332953|2010|899 NE 125 ST, NORTH MIAMI, 33161",BURGERS & SHAKES,899 NE 125 ST,NORTH MIAMI,33161,25.89058397201,-80.180465280277,Exact/L,"https://www.google.com/maps/place/25.89058397201,-80.180465280277/@25.89058397201,-80.180465280277,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=899%20NE%20125%20ST%2C%20NORTH%20MIAMI%2C%20FL%2033161,,,,,
18,"2327024|2010|5837-5843 SUNSET DR, SOUTH MIAMI, 33143",OLD LISBON,5837-5843 SUNSET DR,SOUTH MIAMI,33143,25.704369609446,-80.288135725043,Non_Exact/R,"https://www.google.com/maps/place/25.704369609446,-80.288135725043/@25.704369609446,-80.288135725043,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=5837-5843%20SUNSET%20DR%2C%20SOUTH%20MIAMI%2C%20FL%2033143,,,,,
19,"2330252|2010|486 NE 167 ST, MIAMI, 33162",VYBE 305 BY UNCUT MIAMI,486 NE 167 ST,MIAMI,33162,25.928435717914,-80.190483831817,Exact/R,"https://www.google.com/maps/place/25.928435717914,-80.190483831817/@25.928435717914,-80.190483831817,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=486%20NE%20167%20ST%2C%20MIAMI%2C%20FL%2033162,,,,,
20,"2317834|2010|5101 BLUE LAGOON BLVD, MIAMI, 33126",HILTON MIAMI AIRPORT POOL BAR,5101 BLUE LAGOON BLVD,MIAMI,33126,25.782126520669,-80.280426609679,Non_Exact/L,"https://www.google.com/maps/place/25.782126520669,-80.280426609679/@25.782126520669,-80.280426609679,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=5101%20BLUE%20LAGOON%20BLVD%2C%20MIAMI%2C%20FL%2033126,,,,,
21,"2335358|2010|940 SW 1 AVE STE 102, MIAMI, 33130",DUNKIN DONUTS #18,940 SW 1  AVE STE 102,MIAMI,33130,25.7649624973,-80.195729325146,Exact/R,"https://www.google.com/maps/place/25.7649624973,-80.195729325146/@25.7649624973,-80.195729325146,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=940%20SW%201%20%20AVE%20STE%20102%2C%20MIAMI%2C%20FL%2033130,,,,,
22,"2335180|2010|6905 W 12 AVE UNIT 10, HIALEAH, 33014",FRITANGA NAIARA,6905 W 12 AVE  UNIT 10,HIALEAH,33014,25.885794116741,-80.307594069341,Exact/R,"https://www.google.com/maps/place/25.885794116741,-80.307594069341/@25.885794116741,-80.307594069341,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=6905%20W%2012%20AVE%20%20UNIT%2010%2C%20HIALEAH%2C%20FL%2033014,,,,,
23,"2336787|2010|7289 NW 2ND AVE, MIAMI, 33150",LA NATURAL,7289 NW 2ND AVE,MIAMI,33150,25.841881,-80.2005808,google:ROOFTOP,"https://www.google.com/maps/place/25.841881,-80.2005808/@25.841881,-80.2005808,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=7289%20NW%202ND%20AVE%2C%20MIAMI%2C%20FL%2033150,,,,,
24,"2336561|2010|5026 NE 2 AVE STE 310, MIAMI, 33137",YOSO SUSHI,5026 NE 2 AVE STE 310,MIAMI,33137,25.821744727374,-80.191780979726,Exact/L,"https://www.google.com/maps/place/25.821744727374,-80.191780979726/@25.821744727374,-80.191780979726,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=5026%20NE%202%20AVE%20STE%20310%2C%20MIAMI%2C%20FL%2033137,,,,,
25,"2302251|2010|9909 COLLINS AVE, MIAMI BEACH, 33154",SEA VIEW REST DINNING ROOM,9909 COLLINS AVE,MIAMI BEACH,331541808,25.891438115438,-80.124027851213,Exact/R,"https://www.google.com/maps/place/25.891438115438,-80.124027851213/@25.891438115438,-80.124027851213,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=9909%20COLLINS%20AVE%2C%20MIAMI%20BEACH%2C%20FL%2033154,,,,,
26,"2337126|2010|3015 GRAND AVE STE 101, MIAMI, 33133",CHOP STEAKHOUSE & BAR,3015 GRAND AVE STE 101,MIAMI,33133,25.728209135805,-80.241712483953,Exact/R,"https://www.google.com/maps/place/25.728209135805,-80.241712483953/@25.728209135805,-80.241712483953,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=3015%20GRAND%20AVE%20STE%20101%2C%20MIAMI%2C%20FL%2033133,,,,,
27,"2337356|2010|1900 NE MIAMI CT K26, MIAMI, 33132",JOJO'S NY STYLE PIZZA,1900 NE MIAMI CT K26,MIAMI,33132,25.794684939014,-80.194167160296,Non_Exact/L,"https://www.google.com/maps/place/25.794684939014,-80.194167160296/@25.794684939014,-80.194167160296,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1900%20NE%20MIAMI%20CT%20K26%2C%20MIAMI%2C%20FL%2033132,,,,,
28,"2334220|2010|4750 NW 7 ST 7, MIAMI, 33126",PASEO CATRACHO,4750 NW 7 ST #7,MIAMI,33126,25.778597966354,-80.272904517364,Exact/L,"https://www.google.com/maps/place/25.778597966354,-80.272904517364/@25.778597966354,-80.272904517364,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=4750%20NW%207%20ST%20%237%2C%20MIAMI%2C%20FL%2033126,,,,,
29,"2338039|2010|401 BISCAYNE BLVD UNIT 1030, MIAMI, 33132",TASCA PAELLA,401 BISCAYNE BLVD UNIT 1030,MIAMI,33132,25.778826351168,-80.188253976037,Exact/R,"https://www.google.com/maps/place/25.778826351168,-80.188253976037/@25.778826351168,-80.188253976037,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=401%20BISCAYNE%20BLVD%20UNIT%201030%2C%20MIAMI%2C%20FL%2033132,,,,,
30,"2337520|2010|561 E 9 ST, HIALEAH, 33010",PHAT CITY SUBS,561 E 9 ST,HIALEAH,33010,25.83034454223,-80.270343239241,Exact/L,"https://www.google.com/maps/place/25.83034454223,-80.270343239241/@25.83034454223,-80.270343239241,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=561%20E%209%20ST%2C%20HIALEAH%2C%20FL%2033010,,,,,
31,"2328843|2010|11520 SW 88 ST, MIAMI, 33176",HOLIDAY INN EXPRESS & SUITES KENDALL EAST - MIAMI,11520 SW 88 ST,MIAMI,33176,25.686481337493,-80.380150402048,Exact/L,"https://www.google.com/maps/place/25.686481337493,-80.380150402048/@25.686481337493,-80.380150402048,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=11520%20SW%2088%20ST%2C%20MIAMI%2C%20FL%2033176,,,,,
32,"2337267|2010|3015 GRAND AVE UNIT 116, MIAMI, 33133",NARBONA AT COCOWALK,3015 GRAND AVE UNIT 116,MIAMI,33133,25.728209135805,-80.241712483953,Exact/R,"https://www.google.com/maps/place/25.728209135805,-80.241712483953/@25.728209135805,-80.241712483953,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=3015%20GRAND%20AVE%20UNIT%20116%2C%20MIAMI%2C%20FL%2033133,,,,,
33,"2333045|2010|447 ESPANOLA WAY, MIAMI BEACH, 33139",YUE CHINESE FUSION,447  ESPANOLA WAY,MIAMI BEACH,33139,25.786970562954,-80.132338548089,Exact/R,"https://www.google.com/maps/place/25.786970562954,-80.132338548089/@25.786970562954,-80.132338548089,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=447%20%20ESPANOLA%20WAY%2C%20MIAMI%20BEACH%2C%20FL%2033139,,,,,
34,"2337016|2010|14475 S DIXIE HWY, PALMETTO BAY, 33176",WHIP N DIP 2,14475 S DIXIE HWY,PALMETTO BAY,33176,25.635583802032,-80.337896263941,Exact/L,"https://www.google.com/maps/place/25.635583802032,-80.337896263941/@25.635583802032,-80.337896263941,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=14475%20S%20DIXIE%20HWY%2C%20PALMETTO%20BAY%2C%20FL%2033176,,,,,
35,"2336109|2010|3499 NW 25 ST, MIAMI, 33142",EVEN MIAMI AIRPORT HOTEL,3499 NW 25 ST,MIAMI,33142,25.799122130176,-80.252500097791,Exact/R,"https://www.google.com/maps/place/25.799122130176,-80.252500097791/@25.799122130176,-80.252500097791,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=3499%20NW%2025%20ST%2C%20MIAMI%2C%20FL%2033142,,,,,
36,"2337564|2010|651 NE 125 ST, NORTH MIAMI, 33161",DAVID BAKERY AND RESTAURANT LLC,651 NE 125 ST,NORTH MIAMI,33161,25.890395747718,-80.185164553084,Exact/L,"https://www.google.com/maps/place/25.890395747718,-80.185164553084/@25.890395747718,-80.185164553084,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=651%20NE%20125%20ST%2C%20NORTH%20MIAMI%2C%20FL%2033161,,,,,
37,"2322682|2010|5751 BIRD RD, MIAMI, 33155",TAIPA PERUVIAN AT RED BIRD,5751 BIRD RD,MIAMI,33155,25.7348591,-80.2877706,google:ROOFTOP,"https://www.google.com/maps/place/25.7348591,-80.2877706/@25.7348591,-80.2877706,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=5751%20BIRD%20RD%2C%20MIAMI%2C%20FL%2033155,,,,,
38,"2332076|2010|8901 SW 157 AVE, MIAMI, 33196",DON CHEPE'S MEXICAN GRILL,8901 SW 157 AVE,MIAMI,33196,25.684173673123,-80.445912087763,Exact/R,"https://www.google.com/maps/place/25.684173673123,-80.445912087763/@25.684173673123,-80.445912087763,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=8901%20SW%20157%20AVE%2C%20MIAMI%2C%20FL%2033196,,,,,
39,"2326424|2010|644 6 ST, MIAMI BEACH, 33139",LAS OLAS CAFE,644 6 ST,MIAMI BEACH,33139,25.775786815762,-80.134643946978,Exact/L,"https://www.google.com/maps/place/25.775786815762,-80.134643946978/@25.775786815762,-80.134643946978,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=644%206%20ST%2C%20MIAMI%20BEACH%2C%20FL%2033139,,,,,
40,"2331388|2010|4090 EAST 8TH AVENUE, HIALEAH, 33013",MOLINAS RANCH RESTAURANT,4090 EAST 8TH AVENUE,HIALEAH,33013,25.859844400219,-80.266701678348,Exact/L,"https://www.google.com/maps/place/25.859844400219,-80.266701678348/@25.859844400219,-80.266701678348,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=4090%20EAST%208TH%20AVENUE%2C%20HIALEAH%2C%20FL%2033013,,,,,
41,"2323950|2010|3210 NW 7 ST, MIAMI, 33125","LA CASITA CAFETERIA, INC.",3210 NW 7 ST,MIAMI,33125,25.77913752741,-80.247778385615,Exact/L,"https://www.google.com/maps/place/25.77913752741,-80.247778385615/@25.77913752741,-80.247778385615,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=3210%20NW%207%20ST%2C%20MIAMI%2C%20FL%2033125,,,,,
42,"2335191|2010|1635 NORTH BAYSHORE DRIVE, MIAMI, 33132",MIDNIGHT SUN,1635 NORTH BAYSHORE DRIVE,MIAMI,33132,25.790880156297,-80.187024008894,Exact/R,"https://www.google.com/maps/place/25.790880156297,-80.187024008894/@25.790880156297,-80.187024008894,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1635%20NORTH%20BAYSHORE%20DRIVE%2C%20MIAMI%2C%20FL%2033132,,,,,
43,"2334096|2010|11421 S DIXIE HWY, PINECREST, 33156",PICCOLA PIZZERIA PINECREST,11421 S DIXIE HWY,PINECREST,33156,25.664910870347,-80.324250911317,Exact/L,"https://www.google.com/maps/place/25.664910870347,-80.324250911317/@25.664910870347,-80.324250911317,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=11421%20S%20DIXIE%20HWY%2C%20PINECREST%2C%20FL%2033156,,,,,
44,"2338398|2010|510 OCEAN DR UNIT CU-1, MIAMI BEACH, 33139",CASA PETRA,510 OCEAN DR UNIT CU-1,MIAMI BEACH,33139,25.774806807949,-80.131947431558,Exact/L,"https://www.google.com/maps/place/25.774806807949,-80.131947431558/@25.774806807949,-80.131947431558,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=510%20OCEAN%20DR%20UNIT%20CU-1%2C%20MIAMI%20BEACH%2C%20FL%2033139,,,,,
45,"2328987|2010|20405 S DIXIE HWY, CUTLER BAY, 33189",APPLEBEE'S NEIGHBORHOOD GRILL AND BAR,20405 S DIXIE HWY,CUTLER BAY,33189,25.577343105366,-80.370733320759,Non_Exact/L,"https://www.google.com/maps/place/25.577343105366,-80.370733320759/@25.577343105366,-80.370733320759,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=20405%20S%20DIXIE%20HWY%2C%20CUTLER%20BAY%2C%20FL%2033189,,,,,
46,"2337660|2010|7835 NW 107 AVE STE 3-06A/3-06B, DORAL, 33178",BODEGUITA ECHATE PA LLA,7835 NW 107 AVE STE 3-06A/3-06B,DORAL,33178,25.844932590005,-80.370358974862,Non_Exact/R,"https://www.google.com/maps/place/25.844932590005,-80.370358974862/@25.844932590005,-80.370358974862,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=7835%20NW%20107%20AVE%20STE%203-06A%2F3-06B%2C%20DORAL%2C%20FL%2033178,,,,,
47,"2328170|2010|4780 NW 183 ST, MIAMI GARDENS, 33055",WENDY'S 8170,4780 NW 183 ST,MIAMI GARDENS,33055,25.939611977768,-80.279054562797,Exact/L,"https://www.google.com/maps/place/25.939611977768,-80.279054562797/@25.939611977768,-80.279054562797,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=4780%20NW%20183%20ST%2C%20MIAMI%20GARDENS%2C%20FL%2033055,,,,,
48,"2333200|2010|20 W FLAGLER ST, MIAMI, 33130",PALO QUEMAO DOWNTOWN,20 W FLAGLER ST,MIAMI,33130,25.774071508974,-80.194032805899,Exact/L,"https://www.google.com/maps/place/25.774071508974,-80.194032805899/@25.774071508974,-80.194032805899,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=20%20W%20FLAGLER%20ST%2C%20MIAMI%2C%20FL%2033130,,,,,
49,"2338330|2010|1672 SW 8 ST, MIAMI, 33135",MOFONGO'S RESTAURANT,1672 SW 8 ST,MIAMI,33135,25.765561188207,-80.222101482858,Exact/L,"https://www.google.com/maps/place/25.765561188207,-80.222101482858/@25.765561188207,-80.222101482858,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1672%20SW%208%20ST%2C%20MIAMI%2C%20FL%2033135,,,,,
50,"2334807|2010|1657 N MIAMI AVE STE C, MIAMI, 33136",VICE CITY BEAN,1657 N MIAMI AVE STE C,MIAMI,33136,25.791148217578,-80.194639703865,Non_Exact/R,"https://www.google.com/maps/place/25.791148217578,-80.194639703865/@25.791148217578,-80.194639703865,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1657%20N%20MIAMI%20AVE%20STE%20C%2C%20MIAMI%2C%20FL%2033136,,,,,
51,"2332088|2010|14300 SW 8 ST, MIAMI, 33184",EL PALACIO DE LOS JUGOS,14300 SW 8 ST,MIAMI,33184,25.760818317012,-80.427004191095,Exact/R,"https://www.google.com/maps/place/25.760818317012,-80.427004191095/@25.760818317012,-80.427004191095,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=14300%20SW%208%20ST%2C%20MIAMI%2C%20FL%2033184,,,,,
52,"2335093|2010|2000 NW 87 AVE STE 7, DORAL, 33172",FATTY CRAB,2000 NW 87 AVE STE 7,DORAL,33172,25.792642420532,-80.336905198444,Exact/L,"https://www.google.com/maps/place/25.792642420532,-80.336905198444/@25.792642420532,-80.336905198444,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=2000%20NW%2087%20AVE%20STE%207%2C%20DORAL%2C%20FL%2033172,,,,,
53,"2333094|2010|15903 - C BISCAYNE BLVD, NORTH MIAMI BEACH, 33160",ORA,15903 - C BISCAYNE BLVD,NORTH MIAMI BEACH,33160,25.923362620095,-80.154524722548,Non_Exact/R,"https://www.google.com/maps/place/25.923362620095,-80.154524722548/@25.923362620095,-80.154524722548,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=15903%20-%20C%20BISCAYNE%20BLVD%2C%20NORTH%20MIAMI%20BEACH%2C%20FL%2033160,,,,,
54,"2331325|2010|448 OCEAN DR, MIAMI BEACH, 33139",PIZZA DAYS,448 OCEAN DR,MIAMI BEACH,33139,25.77395995996,-80.132145380497,Exact/L,"https://www.google.com/maps/place/25.77395995996,-80.132145380497/@25.77395995996,-80.132145380497,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=448%20OCEAN%20DR%2C%20MIAMI%20BEACH%2C%20FL%2033139,,,,,
55,"2338592|2010|1201 WASHINGTON AVE, MIAMI BEACH, 33139",MIAM CAFÉ,1201 WASHINGTON AVE,MIAMI BEACH,33139,25.783009959227,-80.132244374506,Exact/R,"https://www.google.com/maps/place/25.783009959227,-80.132244374506/@25.783009959227,-80.132244374506,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1201%20WASHINGTON%20AVE%2C%20MIAMI%20BEACH%2C%20FL%2033139,,,,,
56,"2327789|2010|1601 NW 29 ST, MIAMI, 33142",LA MIA COIN LAUNDRY,1601 NW 29 ST,MIAMI,33142,25.803222049025,-80.222728131061,Exact/R,"https://www.google.com/maps/place/25.803222049025,-80.222728131061/@25.803222049025,-80.222728131061,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1601%20NW%2029%20ST%2C%20MIAMI%2C%20FL%2033142,,,,,
57,"2323806|2010|6350 NW 82 AVE, MIAMI, 33166",CORAL REST #2,6350 NW 82 AVE,MIAMI,331663427,25.831168021242,-80.329999233111,Exact/L,"https://www.google.com/maps/place/25.831168021242,-80.329999233111/@25.831168021242,-80.329999233111,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=6350%20NW%2082%20AVE%2C%20MIAMI%2C%20FL%2033166,,,,,
58,"2337778|2010|900 S MIAMI AVE 260, MIAMI, 33130",NOVECENTO,900 S MIAMI AVE 260,MIAMI,33130,25.76538740813,-80.193342901449,Non_Exact/R,"https://www.google.com/maps/place/25.76538740813,-80.193342901449/@25.76538740813,-80.193342901449,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=900%20S%20MIAMI%20AVE%20260%2C%20MIAMI%2C%20FL%2033130,,,,,
59,"2334113|2010|10670 SW 24 ST, MIAMI, 33165",BAHIA HONDA FISH MARKET,10670 SW 24 ST,MIAMI,33165,25.746666590885,-80.367342231206,Exact/L,"https://www.google.com/maps/place/25.746666590885,-80.367342231206/@25.746666590885,-80.367342231206,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=10670%20SW%2024%20ST%2C%20MIAMI%2C%20FL%2033165,,,,,
60,"2337260|2010|1737 N BAYSHORE DRIVE FLOOR 5, MIAMI, 33132",KLAW 2,1737 N BAYSHORE DRIVE. FLOOR 5,MIAMI,33132,25.791482423804,-80.18703466702,Exact/R,"https://www.google.com/maps/place/25.791482423804,-80.18703466702/@25.791482423804,-80.18703466702,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1737%20N%20BAYSHORE%20DRIVE.%20FLOOR%205%2C%20MIAMI%2C%20FL%2033132,,,,,
61,"2330733|2010|3100 SW 22 ST, MIAMI, 33145",SUSHI CHEF,3100 SW 22 ST,MIAMI,33145,25.750079929664,-80.245427677506,Exact/L,"https://www.google.com/maps/place/25.750079929664,-80.245427677506/@25.750079929664,-80.245427677506,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=3100%20SW%2022%20ST%2C%20MIAMI%2C%20FL%2033145,,,,,
62,"2334763|2010|1550 W 84 ST STE 73, HIALEAH, 33014",ROYAL PALACE BALLROOMS,1550 W 84 ST STE 73,HIALEAH,33014,25.898490819228,-80.315208784802,Exact/L,"https://www.google.com/maps/place/25.898490819228,-80.315208784802/@25.898490819228,-80.315208784802,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1550%20W%2084%20ST%20STE%2073%2C%20HIALEAH%2C%20FL%2033014,,,,,
